0.410322512,0.054686702
0.561152507,0.4303444
0.104954381,-0.113581003
0.536912081,0.846018998
0.229938936,-0.54571424
0.335099707,-0.168258366
0.125158792,0.023447028
0.373673321,-0.873825716
2.096493404,0.252863767
2.023894801,0.034790741
1.01291726,0.036090668
0.852072272,0.355404137
-0.071600408,0.466751882
0.238562017,0.358747881
0.222993366,-0.20966463
0.739393905,-0.020836743
0.715998377,0.158069003
0.548511532,-0.562058299
0.347820044,-0.463327344
0.085947999,-0.190943519
0.502379932,0.034734489
1.00944314,0.80092836
0.69112176,0.356546913
0.580960038,-0.197892347
0.794033878,-0.281338089
0.761282578,0.685934545
-0.222898996,1.222476422
0.508396145,0.074881032
0.309504558,-0.214155012
-0.409644647,-0.631758022
-0.094146764,0.436027914
0.356942802,0.129566269
0.869143726,0.521186414
0.397457138,-0.406385506
0.617282129,0.107588427
0.098411339,-0.292498413
-0.4647751,0.570177003
0.54200085,-0.246499935
0.074618717,-0.039090434
1.024398159,-0.155549975
1.275958461,0.444513559
0.333772475,0.191602481
1.033465056,-0.44908531
0.926484363,-0.28294662
-0.132827154,-0.467655725
0.485082601,0.22615905
0.616775414,0.148454217
0.733890266,-0.731378714
0.802668277,-0.852764864
0.801598907,-0.018066857
0.803389238,0.311794336
0.3602101,0.075490807
0.669602968,-0.690406706
-0.50752672,-0.693987128
-0.022502316,0.387768982
1.037535367,-0.065012778
0.204508719,-0.172732523
0.646488856,0.588624374
1.174454934,-0.35618963
0.102467829,0.060571223
0.070994871,0.186848716
0.279649228,0.366661324
0.697246499,-0.382078447
0.408426644,0.159797731
0.062711448,1.229151611
-0.203443099,-0.676623881
0.334413994,0.194081324
0.401100741,-0.102755254
0.260645549,-0.369884272
0.382842483,-0.372073937
0.010115556,0.222667426
0.745624684,1.035579476
-0.472519882,-0.355009646
0.564673638,0.241924474
0.799200848,-0.25001984
0.120392059,0.883947214
0.474468523,0.243579525
0.630490784,-0.06167324
0.225134233,0.277216812
0.493898581,-0.002496697
0.684302758,0.495154555
0.08089396,-0.08299842
0.873493581,-0.501513292
0.989492481,0.110215574
0.64363639,0.698117072
0.506758667,-0.535145499
-0.020776896,-0.108380103
0.72129951,0.449372816
-0.043744196,-0.858706365
1.211422011,0.279707856
0.735446799,0.336734136
0.618430475,0.095472806
0.323977672,-0.344459149
-0.473275437,-0.003190714
-0.034712918,0.041674281
0.663379824,0.418257055
1.578877334,0.296734236
0.831048621,-0.15662881
0.638522796,0.724431214
0.257615963,-0.022733252
1.636550821,2.556800761
1.803932645,2.886798729
2.383982063,3.451357147
2.08730322,3.022813284
2.39751124,2.803032468
2.030956939,2.620552944
3.112140304,2.892502893
1.255101752,3.269638241
1.813991368,2.321910753
1.962333611,2.969433621
2.039914684,3.349896726
2.651208825,2.364632052
2.098142597,3.299349187
1.948625331,3.305552713
2.030679957,2.605496688
2.336078717,2.32716323
1.691678847,3.193705828
2.201609964,3.361462944
1.300099696,3.258908938
1.964761392,3.3411565
1.578817827,2.471336719
1.708031459,3.261104625
2.126350917,2.740611785
1.496849356,2.748948961
1.557717343,2.30418194
1.322087353,3.49202818
1.003379817,3.078288453
1.932237445,3.448828623
2.519995088,3.675743398
1.918635619,2.491411244
1.895372796,3.287566568
1.531886293,2.994293535
2.708081728,3.408869379
1.888458927,3.495376074
2.578702893,3.366925992
2.161882439,2.634352873
1.882359342,2.943434089
2.483949711,3.118128299
2.439357877,4.412536696
1.950160744,3.548559901
2.57956681,4.037819666
2.796619351,3.185369079
1.970656136,3.094733957
1.885656041,3.27421657
2.180959685,2.763970968
2.157310402,3.55526096
2.361129925,2.929505416
1.885696457,2.385706607
2.319808381,3.389450662
2.468946975,2.298530582
2.079402128,2.175225031
2.068556809,3.128980788
1.43904904,2.574739616
1.475507511,2.592708226
1.346423351,2.927574129
1.443537495,2.781356484
1.930637451,2.900368857
1.277788587,3.121671836
3.004470871,2.477417098
2.330616573,2.452505774
1.075320883,2.061084582
1.483669283,2.82547819
1.952062335,3.297075833
1.233977185,2.685937988
1.794328908,3.224200489
2.487910079,3.241635653
1.926710521,3.443077311
1.969929148,3.442463345
1.552074237,2.691940858
1.751500646,2.616810573
1.395565629,3.021640674
2.162880255,2.702668519
1.797766611,3.649685956
2.350331912,3.61708578
2.55330905,3.0425463
2.481737672,2.80898297
1.984418576,3.228440197
1.774610012,2.706505513
1.452602073,2.944090798
2.052998873,2.76276808
2.429089594,3.047219673
1.847531273,3.504613642
1.922489686,3.332046274
2.275617966,3.511434879
2.386356487,2.590927354
1.366336721,3.080409752
2.089421234,2.560233486
2.087576431,3.172100569
1.932411535,3.145656409
2.399265216,3.579727621
1.837129197,3.49159037
1.630517186,3.292130228
2.123436008,2.774124314
2.205627604,2.787129098
1.90272806,2.08251384
2.356037015,2.799512116
1.321119669,2.30628382
1.519282489,3.41583073
0.626085716,3.403359818
2.233180384,3.061844027
-0.169229094,1.940756903
0.063980281,2.643678851
0.717795113,2.908408392
0.603343041,1.562534941
-0.200549409,1.713325501
0.075315832,2.232763796
-0.501101356,1.829745786
0.17921231,2.891230482
0.330518863,2.731583415
0.402512228,2.250000848
-0.684781629,2.252066391
0.225673276,1.84866443
-0.386488539,2.341513487
-0.168400494,2.504207545
0.352408967,2.063312551
0.133361617,2.862287785
-0.073227576,2.299918391
0.271339043,1.950756758
0.730970031,2.165899365
-0.27883487,2.490412056
-0.603783149,1.821936045
-0.519769967,1.961779985
-0.422294497,3.061366396
-0.300174658,1.788056077
0.257899659,2.423216498
-0.93278474,2.36589298
0.105526257,2.710609382
-0.348120611,2.235239717
0.491739051,0.897530139
-0.382619985,1.618737914
0.003379872,2.228855034
-0.419301103,2.115280445
-0.304802756,2.877633155
-0.11633789,2.628923147
-0.102320398,2.2221908
-0.234703506,2.037042954
0.50459938,1.307499646
0.246029752,2.833230319
0.829647121,2.059938527
-0.124011791,1.30860663
0.477011782,2.193769778
-0.938808154,2.046042527
0.285538622,1.74493347
0.166124402,2.2205041
-0.16733807,1.683590472
0.310969225,1.397144877
0.392487505,1.215452505
0.462242498,1.837299689
0.187736386,1.719555035
0.268806331,2.196841177
-0.301430154,1.327998458
-0.489778695,1.906874278
-0.119681838,1.326887432
0.083427863,2.8093407
0.425275386,1.947688277
-0.353530727,2.548377329
-0.218901208,2.221345303
1.330225154,2.406335972
-0.278428636,1.483817645
0.858785605,2.562395924
0.429838867,2.649592245
-0.249457159,1.071221669
-0.047652912,1.921072165
-0.096223035,1.708379979
0.211751028,2.070004045
0.610733203,1.619767466
-0.732448089,2.124793129
0.905039062,2.267028434
0.347837943,2.109440639
-0.245476403,1.947073831
-0.056353993,1.423359265
0.133976431,2.025743243
0.13245178,1.76703173
0.537006446,1.428001785
0.48754011,1.974854418
-0.160416959,1.906228127
-0.058105403,2.085910429
0.328137396,2.443784491
0.053813914,2.257704238
0.5081828,2.583964255
-0.307134276,1.673844517
0.210942989,1.613350445
0.128950671,1.957550042
0.622456405,2.618592069
-0.601726792,2.583024034
0.00033425,1.943735082
0.023923605,1.733069929
-1.047331842,1.319946289
0.558165117,2.300456698
1.256326678,2.010216277
-0.103836227,1.473276932
0.128364678,1.850372096
-0.207777444,1.181842758
0.171872135,2.192297194
-0.169864032,1.922187758
-0.045516607,2.729513787
0.72365919,1.392045307
-0.378892722,2.434023783
-0.257542786,2.064237676
-0.033949383,2.036941449
